DATASET,SIZE,DIM,SOURCE,TARGET,SPLIT,MEASURE,METHOD,METHOD2,meandiff,p-adj,lower,upper,reject
lj,81-85,32,deepWalk,SimplE,test,MR,source,source2target,-0.0041,0.9,-1.9859,1.9778,False
lj,81-85,32,node2vec,TransH,test,MR,source,source2target,-9.8527,0.001,-11.5389,-8.1665,True
lj,91-95,32,deepWalk,TransH,test,Hit@3,source2target,transformed,-0.1116,0.001,-0.1537,-0.0695,True
lj,81-85,32,node2vec,RESCAL,test,MR,source,source2target,-4.5696,0.001,-7.1059,-2.0334,True
lj,81-85,32,node2vec,TransD,test,MR,source,source2target,-9.9161,0.001,-11.5391,-8.2931,True
lj,91-95,32,deepWalk,DistMult,test,Hit@3,source2target,transformed,0.0216,0.0018,0.0063,0.0369,True
lj,91-95,32,node2vec,TransE,test,Hit@3,source2target,transformed,-0.0199,0.6018,-0.0621,0.0223,False
lj,91-95,32,deepWalk,TransD,test,Hit@3,source2target,transformed,-0.1066,0.001,-0.1466,-0.0665,True
lj,91-95,32,node2vec,RESCAL,test,Hit@3,source2target,transformed,-0.0274,0.4414,-0.0747,0.0198,False
orkut,251-255,32,node2vec,SimplE,test,MR,source,transformed,18.938,0.001,13.4933,24.3827,True
orkut,251-255,32,deepWalk,SimplE,test,MR,source,transformed,11.1256,0.001,4.5962,17.6549,True
orkut,251-255,32,node2vec,TransD,test,MR,source,transformed,1.9745,0.444,-1.4347,5.3837,False
orkut,251-255,32,node2vec,DistMult,test,MR,source,transformed,-8.5547,0.001,-14.3361,-2.7733,True
orkut,251-255,32,deepWalk,DistMult,test,MR,source,transformed,11.063,0.001,4.5113,17.6147,True
lj,91-95,32,deepWalk,SimplE,test,Hit@3,source2target,transformed,0.102,0.001,0.0827,0.1213,True
lj,91-95,32,node2vec,TransD,test,Hit@3,source2target,transformed,-0.1212,0.001,-0.1611,-0.0813,True
orkut,251-255,32,deepWalk,TransH,test,MR,source,transformed,-5.5192,0.0618,-11.219,0.1806,False
dblp,16-20,32,node2vec,TransE,test,MR,source2target,transformed,-0.1287,0.9,-0.7127,0.4552,False
orkut,251-255,32,node2vec,RESCAL,test,MR,source,transformed,-2.9299,0.835,-12.3435,6.4837,False
dblp,16-20,32,node2vec,SimplE,test,MR,source2target,transformed,-1.9503,0.001,-2.5548,-1.3459,True
orkut,251-255,32,deepWalk,TransE,test,MR,source,transformed,-3.3076,0.4998,-9.3971,2.7818,False
dblp,16-20,32,node2vec,TransH,test,MR,source2target,transformed,-0.1025,0.9,-0.6886,0.4836,False
orkut,251-255,32,deepWalk,RESCAL,test,MR,source,transformed,0.5824,0.9,-7.0644,8.2292,False
orkut,251-255,32,deepWalk,TransD,test,MR,source,transformed,0.1096,0.9,-3.4661,3.6853,False
orkut,251-255,32,node2vec,TransE,test,MR,source,transformed,-0.5081,0.9,-5.3646,4.3485,False
dblp,16-20,32,deepWalk,DistMult,test,MR,source2target,transformed,-1.9984,0.001,-2.6162,-1.3805,True
dblp,16-20,32,deepWalk,SimplE,test,MR,source2target,transformed,-1.8625,0.001,-2.4722,-1.2529,True
orkut,251-255,32,node2vec,TransH,test,MR,source,transformed,-0.2723,0.9,-4.9152,4.3707,False
dblp,16-20,32,node2vec,DistMult,test,MR,source2target,transformed,-1.9127,0.001,-2.5533,-1.2721,True
dblp,16-20,32,deepWalk,TransD,test,MR,source2target,transformed,0.0196,0.9,-0.5908,0.6299,False
dblp,16-20,32,deepWalk,TransH,test,MR,source2target,transformed,-0.0573,0.9,-0.6493,0.5348,False
dblp,16-20,32,node2vec,TransD,test,MR,source2target,transformed,0.0207,0.9,-0.571,0.6125,False
dblp,16-20,32,deepWalk,TransE,test,MR,source2target,transformed,-0.0655,0.9,-0.6588,0.5278,False
lj,91-95,32,node2vec,TransH,test,Hit@3,target,transformed,-0.1267,0.001,-0.1675,-0.0859,True
dblp,16-20,32,node2vec,RESCAL,test,MR,source2target,transformed,0.1095,0.9,-0.5673,0.7863,False
lj,91-95,32,node2vec,SimplE,test,Hit@3,target,transformed,0.1381,0.001,0.1172,0.1589,True
lj,81-85,32,deepWalk,TransD,test,MR,source,target,-12.1602,0.001,-13.8014,-10.5189,True
dblp,16-20,32,deepWalk,RESCAL,test,MR,source2target,transformed,-0.386,0.4957,-1.0933,0.3212,False
lj,81-85,32,node2vec,TransE,test,MR,source,target,-9.859,0.001,-11.6829,-8.0352,True
lj,81-85,32,node2vec,DistMult,test,MR,source,target,3.2444,0.001,1.2007,5.2881,True
lj,81-85,32,deepWalk,TransE,test,MR,source,target,-12.4083,0.001,-14.06,-10.7565,True
lj,91-95,32,node2vec,DistMult,test,Hit@3,target,transformed,0.0648,0.001,0.0473,0.0824,True
lj,81-85,32,deepWalk,DistMult,test,MR,source,target,5.1491,0.001,3.2302,7.0679,True
lj,91-95,32,deepWalk,RESCAL,test,Hit@3,target,transformed,-0.0379,0.1842,-0.0865,0.0106,False
lj,91-95,32,deepWalk,TransE,test,Hit@3,target,transformed,-0.1287,0.001,-0.1692,-0.0882,True
lj,81-85,32,deepWalk,TransH,test,MR,source,target,-12.2686,0.001,-13.9536,-10.5836,True
lj,81-85,32,deepWalk,RESCAL,test,MR,source,target,-4.2175,0.001,-6.7796,-1.6553,True
lj,81-85,32,node2vec,SimplE,test,MR,source,target,3.2704,0.001,1.2458,5.295,True
lj,81-85,32,deepWalk,SimplE,test,MR,source,target,5.1751,0.001,3.1933,7.1569,True
lj,81-85,32,node2vec,TransH,test,MR,source,target,-9.8639,0.001,-11.5502,-8.1777,True
lj,91-95,32,deepWalk,TransH,test,Hit@3,target,transformed,-0.1105,0.001,-0.1526,-0.0684,True
lj,81-85,32,node2vec,TransD,test,MR,source,target,-10.2508,0.001,-11.8738,-8.6278,True
lj,81-85,32,node2vec,RESCAL,test,MR,source,target,-3.09,0.0096,-5.6263,-0.5537,True
lj,91-95,32,deepWalk,DistMult,test,Hit@3,target,transformed,0.0538,0.001,0.0385,0.0691,True
lj,91-95,32,node2vec,TransE,test,Hit@3,target,transformed,-0.0205,0.5803,-0.0627,0.0216,False
lj,91-95,32,deepWalk,TransD,test,Hit@3,target,transformed,-0.1202,0.001,-0.1603,-0.0801,True
lj,91-95,32,node2vec,RESCAL,test,Hit@3,target,transformed,-0.036,0.2026,-0.0833,0.0112,False
orkut,251-255,32,node2vec,SimplE,test,MR,source2target,target,22.7764,0.001,17.3316,28.2211,True
orkut,251-255,32,deepWalk,SimplE,test,MR,source2target,target,30.6042,0.001,24.0749,37.1335,True
orkut,251-255,32,node2vec,TransD,test,MR,source2target,target,0.5551,0.9,-2.8541,3.9642,False
orkut,251-255,32,node2vec,DistMult,test,MR,source2target,target,21.7484,0.001,15.967,27.5298,True
orkut,251-255,32,deepWalk,DistMult,test,MR,source2target,target,29.5831,0.001,23.0313,36.1348,True
lj,91-95,32,deepWalk,SimplE,test,Hit@3,target,transformed,0.1326,0.001,0.1133,0.1519,True
lj,91-95,32,node2vec,TransD,test,Hit@3,target,transformed,-0.1323,0.001,-0.1722,-0.0924,True
orkut,251-255,32,deepWalk,TransH,test,MR,source2target,target,14.5067,0.001,8.8069,20.2065,True
dblp,16-20,32,node2vec,TransE,test,MR,target,transformed,-0.1093,0.9,-0.6933,0.4747,False
orkut,251-255,32,node2vec,RESCAL,test,MR,source2target,target,22.8045,0.001,13.3909,32.2181,True
dblp,16-20,32,node2vec,SimplE,test,MR,target,transformed,-1.8584,0.001,-2.4629,-1.2539,True
orkut,251-255,32,deepWalk,TransE,test,MR,source2target,target,14.3388,0.001,8.2493,20.4283,True
dblp,16-20,32,node2vec,TransH,test,MR,target,transformed,-0.0752,0.9,-0.6612,0.5109,False
orkut,251-255,32,deepWalk,RESCAL,test,MR,source2target,target,30.9729,0.001,23.3261,38.6197,True
orkut,251-255,32,deepWalk,TransD,test,MR,source2target,target,1.0182,0.8733,-2.5575,4.5939,False
orkut,251-255,32,node2vec,TransE,test,MR,source2target,target,2.0157,0.685,-2.8408,6.8723,False
dblp,16-20,32,deepWalk,DistMult,test,MR,target,transformed,-2.0724,0.001,-2.6903,-1.4545,True
dblp,16-20,32,deepWalk,SimplE,test,MR,target,transformed,-1.8254,0.001,-2.435,-1.2157,True
orkut,251-255,32,node2vec,TransH,test,MR,source2target,target,1.8399,0.7121,-2.803,6.4829,False
dblp,16-20,32,node2vec,DistMult,test,MR,target,transformed,-1.9293,0.001,-2.5699,-1.2888,True
dblp,16-20,32,deepWalk,TransD,test,MR,target,transformed,0.0723,0.9,-0.538,0.6827,False
dblp,16-20,32,deepWalk,TransH,test,MR,target,transformed,-0.0468,0.9,-0.6388,0.5453,False
dblp,16-20,32,node2vec,TransD,test,MR,target,transformed,0.0533,0.9,-0.5385,0.645,False
dblp,16-20,32,deepWalk,TransE,test,MR,target,transformed,-0.0527,0.9,-0.646,0.5406,False
dblp,16-20,32,node2vec,RESCAL,test,MR,target,transformed,0.767,0.019,0.0902,1.4438,True
lj,91-95,32,node2vec,TransH,test,Hit@1,source,source2target,0.0721,0.001,0.0422,0.1021,True
lj,81-85,32,deepWalk,TransD,test,MR,source,transformed,-5.5328,0.001,-7.1741,-3.8916,True
dblp,16-20,32,deepWalk,RESCAL,test,MR,target,transformed,0.4304,0.3987,-0.2768,1.1377,False
lj,81-85,32,node2vec,TransE,test,MR,source,transformed,-0.0759,0.9,-1.8997,1.7479,False
lj,91-95,32,node2vec,SimplE,test,Hit@1,source,source2target,0.0,0.9,-0.0163,0.0163,False
lj,81-85,32,node2vec,DistMult,test,MR,source,transformed,3.2593,0.001,1.2155,5.303,True
lj,81-85,32,deepWalk,TransE,test,MR,source,transformed,-11.2916,0.001,-12.9434,-9.6399,True
lj,81-85,32,deepWalk,DistMult,test,MR,source,transformed,4.0678,0.001,2.149,5.9867,True
lj,91-95,32,node2vec,DistMult,test,Hit@1,source,source2target,0.0,0.9,-0.0108,0.0108,False
lj,91-95,32,deepWalk,TransE,test,Hit@1,source,source2target,0.0698,0.001,0.0406,0.0991,True
lj,81-85,32,deepWalk,TransH,test,MR,source,transformed,7.3458,0.001,5.6608,9.0308,True
lj,81-85,32,deepWalk,RESCAL,test,MR,source,transformed,-0.7176,0.8801,-3.2797,1.8446,False
lj,91-95,32,deepWalk,RESCAL,test,Hit@1,source,source2target,0.0592,0.001,0.0216,0.0969,True
lj,81-85,32,node2vec,SimplE,test,MR,source,transformed,2.7423,0.0029,0.7177,4.7669,True
lj,81-85,32,deepWalk,SimplE,test,MR,source,transformed,8.066,0.001,6.0842,10.0478,True
lj,81-85,32,node2vec,TransH,test,MR,source,transformed,-8.5133,0.001,-10.1995,-6.8271,True
lj,81-85,32,node2vec,TransD,test,MR,source,transformed,-8.6114,0.001,-10.2344,-6.9884,True
lj,81-85,32,node2vec,RESCAL,test,MR,source,transformed,0.4101,0.9,-2.1261,2.9464,False
lj,91-95,32,deepWalk,TransH,test,Hit@1,source,source2target,0.0684,0.001,0.0377,0.0992,True
lj,91-95,32,deepWalk,DistMult,test,Hit@1,source,source2target,0.0001,0.9,-0.0096,0.0097,False
lj,91-95,32,node2vec,TransE,test,Hit@1,source,source2target,0.0708,0.001,0.0398,0.1018,True
lj,91-95,32,deepWalk,TransD,test,Hit@1,source,source2target,0.0598,0.001,0.0302,0.0894,True
orkut,251-255,32,node2vec,SimplE,test,MR,source2target,transformed,18.9323,0.001,13.4876,24.377,True
orkut,251-255,32,deepWalk,SimplE,test,MR,source2target,transformed,11.1197,0.001,4.5904,17.649,True
orkut,251-255,32,node2vec,TransD,test,MR,source2target,transformed,33.8729,0.001,30.4637,37.282,True
orkut,251-255,32,node2vec,DistMult,test,MR,source2target,transformed,-8.5759,0.001,-14.3573,-2.7944,True
lj,91-95,32,node2vec,RESCAL,test,Hit@1,source,source2target,0.052,0.0016,0.0154,0.0885,True
orkut,251-255,32,deepWalk,DistMult,test,MR,source2target,transformed,11.0485,0.001,4.4968,17.6002,True
orkut,251-255,32,deepWalk,TransH,test,MR,source2target,transformed,40.1392,0.001,34.4394,45.839,True
lj,91-95,32,deepWalk,SimplE,test,Hit@1,source,source2target,0.0,0.9,-0.0155,0.0155,False
dblp,16-20,32,node2vec,TransE,test,Hit@10,source,source2target,0.0638,0.001,0.0215,0.106,True
orkut,251-255,32,node2vec,RESCAL,test,MR,source2target,transformed,35.3537,0.001,25.9401,44.7672,True
lj,91-95,32,node2vec,TransD,test,Hit@1,source,source2target,0.0612,0.001,0.0317,0.0908,True
orkut,251-255,32,deepWalk,TransE,test,MR,source2target,transformed,42.1021,0.001,36.0127,48.1916,True
orkut,251-255,32,deepWalk,RESCAL,test,MR,source2target,transformed,45.5972,0.001,37.9504,53.244,True
orkut,251-255,32,deepWalk,TransD,test,MR,source2target,transformed,34.0599,0.001,30.4842,37.6356,True
orkut,251-255,32,node2vec,TransE,test,MR,source2target,transformed,37.4729,0.001,32.6164,42.3295,True
orkut,251-255,32,node2vec,TransH,test,MR,source2target,transformed,37.4275,0.001,32.7845,42.0704,True
dblp,16-20,32,node2vec,TransH,test,Hit@10,source,source2target,0.0616,0.0013,0.0188,0.1044,True
dblp,16-20,32,deepWalk,SimplE,test,Hit@10,source,source2target,0.0,0.9,-0.0604,0.0604,False
dblp,16-20,32,node2vec,DistMult,test,Hit@10,source,source2target,-0.001,0.9,-0.0604,0.0585,False
dblp,16-20,32,node2vec,SimplE,test,Hit@10,source,source2target,-0.001,0.9,-0.0571,0.0552,False
dblp,16-20,32,deepWalk,TransH,test,Hit@10,source,source2target,0.0595,0.0027,0.0158,0.1032,True
dblp,16-20,32,deepWalk,DistMult,test,Hit@10,source,source2target,0.0,0.9,-0.0611,0.0611,False
dblp,16-20,32,node2vec,TransD,test,Hit@10,source,source2target,0.0633,0.0016,0.0187,0.1078,True
dblp,16-20,32,deepWalk,TransD,test,Hit@10,source,source2target,0.0563,0.0104,0.0097,0.1029,True
lj,91-95,32,node2vec,TransH,test,Hit@1,source,target,0.0717,0.001,0.0418,0.1017,True
dblp,16-20,32,deepWalk,TransE,test,Hit@10,source,source2target,0.0627,0.0015,0.0188,0.1066,True
lj,81-85,32,deepWalk,TransD,test,MR,source2target,target,-0.4838,0.8589,-2.125,1.1575,False
lj,81-85,32,node2vec,TransE,test,MR,source2target,target,0.0019,0.9,-1.8219,1.8257,False
lj,91-95,32,node2vec,SimplE,test,Hit@1,source,target,-0.0114,0.2752,-0.0277,0.0049,False
lj,81-85,32,node2vec,DistMult,test,MR,source2target,target,3.2468,0.001,1.203,5.2905,True
lj,81-85,32,deepWalk,TransE,test,MR,source2target,target,0.0032,0.9,-1.6485,1.655,False
lj,81-85,32,deepWalk,DistMult,test,MR,source2target,target,5.155,0.001,3.2362,7.0738,True
lj,91-95,32,node2vec,DistMult,test,Hit@1,source,target,-0.0114,0.0341,-0.0222,-0.0006,True
dblp,16-20,32,deepWalk,RESCAL,test,Hit@10,source,source2target,-0.0104,0.9,-0.0721,0.0513,False
lj,91-95,32,deepWalk,TransE,test,Hit@1,source,target,0.0664,0.001,0.0371,0.0957,True
dblp,16-20,32,node2vec,RESCAL,test,Hit@10,source,source2target,0.0034,0.9,-0.0554,0.0623,False
lj,81-85,32,deepWalk,TransH,test,MR,source2target,target,-0.0074,0.9,-1.6924,1.6776,False
lj,81-85,32,deepWalk,RESCAL,test,MR,source2target,target,2.0513,0.1667,-0.5109,4.6134,False
lj,91-95,32,deepWalk,RESCAL,test,Hit@1,source,target,0.0536,0.0016,0.016,0.0913,True
lj,81-85,32,node2vec,SimplE,test,MR,source2target,target,3.2712,0.001,1.2466,5.2958,True
lj,81-85,32,deepWalk,SimplE,test,MR,source2target,target,5.1792,0.001,3.1973,7.161,True
lj,81-85,32,node2vec,TransH,test,MR,source2target,target,-0.0112,0.9,-1.6974,1.675,False
lj,81-85,32,node2vec,TransD,test,MR,source2target,target,-0.3347,0.9,-1.9577,1.2883,False
lj,81-85,32,node2vec,RESCAL,test,MR,source2target,target,1.4797,0.4375,-1.0566,4.0159,False
lj,91-95,32,deepWalk,TransH,test,Hit@1,source,target,0.0675,0.001,0.0367,0.0982,True
lj,91-95,32,deepWalk,DistMult,test,Hit@1,source,target,-0.0176,0.001,-0.0273,-0.0079,True
lj,91-95,32,node2vec,TransE,test,Hit@1,source,target,0.0694,0.001,0.0384,0.1004,True
lj,91-95,32,deepWalk,TransD,test,Hit@1,source,target,0.0671,0.001,0.0375,0.0967,True
orkut,251-255,32,node2vec,SimplE,test,MR,target,transformed,-3.8441,0.2653,-9.2888,1.6006,False
orkut,251-255,32,deepWalk,SimplE,test,MR,target,transformed,-19.4845,0.001,-26.0138,-12.9551,True
orkut,251-255,32,node2vec,TransD,test,MR,target,transformed,33.3178,0.001,29.9086,36.7269,True
orkut,251-255,32,node2vec,DistMult,test,MR,target,transformed,-30.3243,0.001,-36.1057,-24.5429,True
lj,91-95,32,node2vec,RESCAL,test,Hit@1,source,target,0.0571,0.001,0.0206,0.0937,True
orkut,251-255,32,deepWalk,DistMult,test,MR,target,transformed,-18.5346,0.001,-25.0863,-11.9828,True
dblp,16-20,32,node2vec,TransE,test,Hit@10,source,target,0.0636,0.001,0.0214,0.1058,True
lj,91-95,32,deepWalk,SimplE,test,Hit@1,source,target,-0.0176,0.019,-0.0332,-0.0021,True
orkut,251-255,32,deepWalk,TransH,test,MR,target,transformed,25.6325,0.001,19.9327,31.3323,True
orkut,251-255,32,node2vec,RESCAL,test,MR,target,transformed,12.5491,0.0036,3.1356,21.9627,True
orkut,251-255,32,deepWalk,TransE,test,MR,target,transformed,27.7633,0.001,21.6739,33.8528,True
lj,91-95,32,node2vec,TransD,test,Hit@1,source,target,0.07,0.001,0.0404,0.0995,True
orkut,251-255,32,deepWalk,RESCAL,test,MR,target,transformed,14.6243,0.001,6.9776,22.2711,True
orkut,251-255,32,deepWalk,TransD,test,MR,target,transformed,33.0417,0.001,29.466,36.6174,True
orkut,251-255,32,node2vec,TransE,test,MR,target,transformed,35.4572,0.001,30.6006,40.3138,True
orkut,251-255,32,node2vec,TransH,test,MR,target,transformed,35.5875,0.001,30.9446,40.2305,True
dblp,16-20,32,deepWalk,SimplE,test,Hit@10,source,target,0.0037,0.9,-0.0567,0.0641,False
dblp,16-20,32,node2vec,TransH,test,Hit@10,source,target,0.0628,0.001,0.0201,0.1056,True
dblp,16-20,32,node2vec,DistMult,test,Hit@10,source,target,-0.0059,0.9,-0.0654,0.0535,False
dblp,16-20,32,node2vec,SimplE,test,Hit@10,source,target,0.0225,0.7057,-0.0336,0.0786,False
dblp,16-20,32,deepWalk,TransH,test,Hit@10,source,target,0.0568,0.0048,0.0131,0.1005,True
dblp,16-20,32,deepWalk,DistMult,test,Hit@10,source,target,-0.0247,0.6995,-0.0858,0.0363,False
dblp,16-20,32,node2vec,TransD,test,Hit@10,source,target,0.0671,0.001,0.0226,0.1116,True
dblp,16-20,32,deepWalk,TransD,test,Hit@10,source,target,0.0685,0.001,0.0219,0.1151,True
lj,91-95,32,node2vec,TransH,test,Hit@1,source,transformed,0.0007,0.9,-0.0292,0.0307,False
dblp,16-20,32,deepWalk,TransE,test,Hit@10,source,target,0.0595,0.0029,0.0156,0.1034,True
lj,81-85,32,deepWalk,TransD,test,MR,source2target,transformed,6.1436,0.001,4.5023,7.7848,True
lj,81-85,32,node2vec,TransE,test,MR,source2target,transformed,9.7851,0.001,7.9612,11.6089,True
lj,91-95,32,node2vec,SimplE,test,Hit@1,source,transformed,0.0776,0.001,0.0612,0.0939,True
lj,81-85,32,node2vec,DistMult,test,MR,source2target,transformed,3.2616,0.001,1.2179,5.3054,True
lj,81-85,32,deepWalk,TransE,test,MR,source2target,transformed,1.1199,0.3005,-0.5319,2.7716,False
lj,81-85,32,deepWalk,DistMult,test,MR,source2target,transformed,4.0738,0.001,2.1549,5.9926,True
lj,91-95,32,node2vec,DistMult,test,Hit@1,source,transformed,0.0308,0.001,0.02,0.0416,True
dblp,16-20,32,deepWalk,RESCAL,test,Hit@10,source,target,0.0319,0.5382,-0.0298,0.0936,False
lj,91-95,32,deepWalk,TransE,test,Hit@1,source,transformed,-0.0027,0.9,-0.032,0.0265,False
dblp,16-20,32,node2vec,RESCAL,test,Hit@10,source,target,0.0233,0.7128,-0.0356,0.0822,False
lj,81-85,32,deepWalk,TransH,test,MR,source2target,transformed,19.607,0.001,17.922,21.292,True
lj,81-85,32,deepWalk,RESCAL,test,MR,source2target,transformed,5.5512,0.001,2.9891,8.1134,True
lj,91-95,32,deepWalk,RESCAL,test,Hit@1,source,transformed,0.0283,0.2149,-0.0094,0.0659,False
lj,81-85,32,node2vec,SimplE,test,MR,source2target,transformed,2.7431,0.0029,0.7185,4.7677,True
lj,81-85,32,deepWalk,SimplE,test,MR,source2target,transformed,8.0701,0.001,6.0882,10.0519,True
lj,81-85,32,node2vec,TransH,test,MR,source2target,transformed,1.3394,0.1724,-0.3468,3.0257,False
lj,81-85,32,node2vec,TransD,test,MR,source2target,transformed,1.3047,0.1639,-0.3183,2.9277,False
lj,81-85,32,node2vec,RESCAL,test,MR,source2target,transformed,4.9798,0.001,2.4435,7.5161,True
lj,91-95,32,deepWalk,TransH,test,Hit@1,source,transformed,0.0105,0.7899,-0.0202,0.0413,False
lj,91-95,32,deepWalk,DistMult,test,Hit@1,source,transformed,0.0194,0.001,0.0098,0.0291,True
lj,91-95,32,node2vec,TransE,test,Hit@1,source,transformed,0.0646,0.001,0.0336,0.0956,True
lj,91-95,32,deepWalk,TransD,test,Hit@1,source,transformed,-0.0011,0.9,-0.0307,0.0285,False
orkut,251-255,32,node2vec,SimplE,test,Hit@10,source,source2target,0.0,0.9,-0.0162,0.0162,False
orkut,251-255,32,deepWalk,SimplE,test,Hit@10,source,source2target,-0.0001,0.9,-0.0254,0.0253,False
orkut,251-255,32,node2vec,TransD,test,Hit@10,source,source2target,0.1111,0.001,0.0936,0.1285,True
orkut,251-255,32,node2vec,DistMult,test,Hit@10,source,source2target,0.0,0.9,-0.0212,0.0212,False
lj,91-95,32,node2vec,RESCAL,test,Hit@1,source,transformed,0.033,0.0926,-0.0035,0.0695,False
dblp,16-20,32,node2vec,TransE,test,Hit@10,source,transformed,0.069,0.001,0.0268,0.1112,True
orkut,251-255,32,deepWalk,DistMult,test,Hit@10,source,source2target,-0.0002,0.9,-0.0245,0.0242,False
lj,91-95,32,deepWalk,SimplE,test,Hit@1,source,transformed,0.0675,0.001,0.0519,0.083,True
orkut,251-255,32,deepWalk,TransH,test,Hit@10,source,source2target,0.201,0.001,0.1738,0.2283,True
orkut,251-255,32,deepWalk,TransE,test,Hit@10,source,source2target,0.2001,0.001,0.1729,0.2272,True
lj,91-95,32,node2vec,TransD,test,Hit@1,source,transformed,-0.0012,0.9,-0.0308,0.0284,False
orkut,251-255,32,deepWalk,RESCAL,test,Hit@10,source,source2target,0.2063,0.001,0.1734,0.2392,True
orkut,251-255,32,node2vec,RESCAL,test,Hit@10,source,source2target,0.154,0.001,0.1217,0.1863,True
dblp,16-20,32,deepWalk,SimplE,test,Hit@10,source,transformed,0.0894,0.001,0.029,0.1497,True
orkut,251-255,32,node2vec,TransE,test,Hit@10,source,source2target,0.1146,0.001,0.0947,0.1345,True
dblp,16-20,32,node2vec,TransH,test,Hit@10,source,transformed,0.0695,0.001,0.0267,0.1123,True
orkut,251-255,32,deepWalk,TransD,test,Hit@10,source,source2target,0.1219,0.001,0.1046,0.1391,True
orkut,251-255,32,node2vec,TransH,test,Hit@10,source,source2target,0.1153,0.001,0.0958,0.1349,True
dblp,16-20,32,node2vec,DistMult,test,Hit@10,source,transformed,0.0982,0.001,0.0387,0.1577,True
dblp,16-20,32,node2vec,SimplE,test,Hit@10,source,transformed,0.1102,0.001,0.0541,0.1663,True
dblp,16-20,32,deepWalk,TransH,test,Hit@10,source,transformed,0.0639,0.001,0.0202,0.1077,True
dblp,16-20,32,deepWalk,DistMult,test,Hit@10,source,transformed,0.096,0.001,0.0349,0.1571,True
dblp,16-20,32,node2vec,TransD,test,Hit@10,source,transformed,0.0659,0.001,0.0214,0.1105,True
dblp,16-20,32,deepWalk,TransD,test,Hit@10,source,transformed,0.0543,0.0147,0.0077,0.1009,True
lj,91-95,32,node2vec,TransH,test,Hit@1,source2target,target,-0.0004,0.9,-0.0304,0.0295,False
dblp,16-20,32,deepWalk,TransE,test,Hit@10,source,transformed,0.0655,0.001,0.0216,0.1094,True
lj,81-85,32,deepWalk,TransD,test,MR,target,transformed,6.6273,0.001,4.9861,8.2686,True
lj,81-85,32,node2vec,TransE,test,MR,target,transformed,9.7831,0.001,7.9593,11.607,True
lj,91-95,32,node2vec,SimplE,test,Hit@1,source2target,target,-0.0114,0.2752,-0.0277,0.0049,False
